종목,월,방향,손절선(%),시기,신호,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),손익분기 대비(%p),이길 때(%),질 때(%),질 때 표본,최고(%),최악(%),보유 중 최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,시기 시작일,시기 종료일,1차 판정
KODEX 200,9,아래,-9.0,최근 5년,5,12.38,2.48,60.0,9.738,9.31,50.69,4.43,-0.45,2,8.09,-0.59,-4.37,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,9,아래,-10.0,전체,23,25.93,1.13,60.87,2.474,28.79,32.08,2.5,-1.01,9,8.09,-2.25,-4.37,2.55,0,0,6.35,예,2003-09-19,2025-09-19,후보
KODEX 200,9,아래,-10.0,앞 절반,11,7.23,0.66,54.55,1.757,36.27,18.28,2.29,-1.3,5,6.71,-2.25,-3.05,2.64,0,0,6.36,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,9,아래,-10.0,뒤 절반,12,18.7,1.56,66.67,4.116,19.55,47.12,2.66,-0.65,4,8.09,-1.14,-4.37,2.5,0,0,6.33,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,9,아래,-10.0,최근 10년,10,14.26,1.43,60.0,4.342,18.72,41.28,2.81,-0.65,4,8.09,-1.14,-4.37,2.73,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,9,아래,-10.0,최근 5년,5,12.38,2.48,60.0,9.738,9.31,50.69,4.43,-0.45,2,8.09,-0.59,-4.37,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,9,아래,무손절,전체,23,25.93,1.13,60.87,2.474,28.79,32.08,2.5,-1.01,9,8.09,-2.25,-4.37,2.55,0,0,6.35,예,2003-09-19,2025-09-19,후보
KODEX 200,9,아래,무손절,앞 절반,11,7.23,0.66,54.55,1.757,36.27,18.28,2.29,-1.3,5,6.71,-2.25,-3.05,2.64,0,0,6.36,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,9,아래,무손절,뒤 절반,12,18.7,1.56,66.67,4.116,19.55,47.12,2.66,-0.65,4,8.09,-1.14,-4.37,2.5,0,0,6.33,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,9,아래,무손절,최근 10년,10,14.26,1.43,60.0,4.342,18.72,41.28,2.81,-0.65,4,8.09,-1.14,-4.37,2.73,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,9,아래,무손절,최근 5년,5,12.38,2.48,60.0,9.738,9.31,50.69,4.43,-0.45,2,8.09,-0.59,-4.37,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,9,위,-3.0,전체,23,-26.37,-1.15,39.13,0.399,71.47,-32.34,1.01,-2.53,14,2.25,-6.53,-6.53,2.2,1,8,5.17,예,2003-09-19,2025-09-19,제외
KODEX 200,9,위,-3.0,앞 절반,11,-10.24,-0.93,45.45,0.467,68.17,-22.72,1.3,-2.79,6,2.25,-6.53,-6.53,2.71,1,3,5.09,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,9,위,-3.0,뒤 절반,12,-16.13,-1.34,33.33,0.276,78.35,-45.02,0.65,-2.34,8,1.14,-3.0,-3.0,1.71,0,5,5.25,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,9,위,-3.0,최근 10년,10,-10.66,-1.07,40.0,0.293,77.34,-37.34,0.65,-2.21,6,1.14,-3.0,-3.0,1.75,0,4,5.1,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,9,위,-3.0,최근 5년,5,-8.09,-1.62,40.0,0.152,86.83,-46.83,0.45,-3.0,3,0.59,-3.0,-3.0,1.89,0,3,5.0,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,9,위,-4.0,전체,23,-34.15,-1.48,39.13,0.327,75.33,-36.2,1.01,-3.09,14,2.25,-6.53,-6.53,2.61,5,2,5.52,예,2003-09-19,2025-09-19,제외
KODEX 200,9,위,-4.0,앞 절반,11,-15.3,-1.39,45.45,0.358,73.61,-28.16,1.3,-3.64,6,2.25,-6.53,-6.53,3.22,3,1,5.36,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,9,위,-4.0,뒤 절반,12,-18.85,-1.57,33.33,0.241,80.56,-47.23,0.65,-2.68,8,1.14,-4.44,-4.44,2.04,2,1,5.67,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,9,위,-4.0,최근 10년,10,-12.29,-1.23,40.0,0.261,79.32,-39.32,0.65,-2.48,6,1.14,-4.44,-4.44,2.04,1,1,5.5,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,9,위,-4.0,최근 5년,5,-8.72,-1.74,40.0,0.142,87.59,-47.59,0.45,-3.21,3,0.59,-4.44,-4.44,2.17,1,0,5.6,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,9,위,-5.0,전체,23,-30.87,-1.34,39.13,0.354,73.84,-34.71,1.01,-2.86,14,2.25,-6.53,-6.53,2.64,2,3,5.61,예,2003-09-19,2025-09-19,제외
KODEX 200,9,위,-5.0,앞 절반,11,-12.57,-1.14,45.45,0.41,70.93,-25.48,1.3,-3.18,6,2.25,-6.53,-6.53,3.22,2,1,5.45,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,9,위,-5.0,뒤 절반,12,-18.3,-1.53,33.33,0.248,80.15,-46.82,0.65,-2.61,8,1.14,-5.0,-5.0,2.11,0,2,5.75,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,9,위,-5.0,최근 10년,10,-13.86,-1.39,40.0,0.236,80.91,-40.91,0.65,-2.74,6,1.14,-5.0,-5.0,2.3,0,2,5.6,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,9,위,-5.0,최근 5년,5,-9.29,-1.86,40.0,0.134,88.2,-48.2,0.45,-3.4,3,0.59,-5.0,-5.0,2.35,0,1,5.6,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,9,위,-6.0,전체,23,-30.18,-1.31,39.13,0.361,73.5,-34.37,1.01,-2.81,14,2.25,-6.53,-6.53,2.67,2,2,5.87,예,2003-09-19,2025-09-19,제외
KODEX 200,9,위,-6.0,앞 절반,11,-13.57,-1.23,45.45,0.389,71.97,-26.52,1.3,-3.35,6,2.25,-6.53,-6.53,3.35,2,1,5.64,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,9,위,-6.0,뒤 절반,12,-16.61,-1.38,33.33,0.269,78.77,-45.44,0.65,-2.4,8,1.14,-6.0,-6.0,2.03,0,1,6.08,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,9,위,-6.0,최근 10년,10,-12.17,-1.22,40.0,0.263,79.18,-39.18,0.65,-2.46,6,1.14,-6.0,-6.0,2.19,0,1,6.0,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,9,위,-6.0,최근 5년,5,-10.29,-2.06,40.0,0.122,89.14,-49.14,0.45,-3.73,3,0.59,-6.0,-6.0,2.7,0,1,5.8,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,9,위,-7.0,전체,23,-28.75,-1.25,39.13,0.374,72.77,-33.64,1.01,-2.7,14,2.25,-7.0,-7.0,2.71,0,3,6.0,예,2003-09-19,2025-09-19,제외
KODEX 200,9,위,-7.0,앞 절반,11,-11.13,-1.01,45.45,0.443,69.3,-23.85,1.3,-2.94,6,2.25,-7.0,-7.0,3.24,0,2,5.82,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,9,위,-7.0,뒤 절반,12,-17.61,-1.47,33.33,0.256,79.61,-46.28,0.65,-2.52,8,1.14,-7.0,-7.0,2.24,0,1,6.17,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,9,위,-7.0,최근 10년,10,-13.17,-1.32,40.0,0.246,80.24,-40.24,0.65,-2.63,6,1.14,-7.0,-7.0,2.44,0,1,6.1,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,9,위,-7.0,최근 5년,5,-11.29,-2.26,40.0,0.112,89.94,-49.94,0.45,-4.07,3,0.59,-7.0,-7.0,3.08,0,1,6.0,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,9,위,-8.0,전체,23,-30.45,-1.32,39.13,0.358,73.64,-34.51,1.01,-2.83,14,2.25,-8.0,-8.0,2.88,0,2,6.04,예,2003-09-19,2025-09-19,제외
KODEX 200,9,위,-8.0,앞 절반,11,-11.84,-1.08,45.45,0.426,70.13,-24.68,1.3,-3.06,6,2.25,-8.0,-8.0,3.38,0,1,5.91,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,9,위,-8.0,뒤 절반,12,-18.61,-1.55,33.33,0.244,80.38,-47.05,0.65,-2.65,8,1.14,-8.0,-8.0,2.47,0,1,6.17,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,9,위,-8.0,최근 10년,10,-14.17,-1.42,40.0,0.232,81.2,-41.2,0.65,-2.79,6,1.14,-8.0,-8.0,2.71,0,1,6.1,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,9,위,-8.0,최근 5년,5,-12.29,-2.46,40.0,0.103,90.63,-50.63,0.45,-4.4,3,0.59,-8.0,-8.0,3.47,0,1,6.0,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,9,위,-9.0,전체,23,-31.55,-1.37,39.13,0.348,74.16,-35.03,1.01,-2.9,14,2.25,-9.0,-9.0,3.0,0,1,6.17,예,2003-09-19,2025-09-19,제외
KODEX 200,9,위,-9.0,앞 절반,11,-12.84,-1.17,45.45,0.404,71.22,-25.77,1.3,-3.23,6,2.25,-9.0,-9.0,3.59,0,1,6.0,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,9,위,-9.0,뒤 절반,12,-18.7,-1.56,33.33,0.243,80.45,-47.12,0.65,-2.66,8,1.14,-8.09,-8.92,2.5,0,0,6.33,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,9,위,-9.0,최근 10년,10,-14.26,-1.43,40.0,0.23,81.28,-41.28,0.65,-2.81,6,1.14,-8.09,-8.92,2.73,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,9,위,-9.0,최근 5년,5,-12.38,-2.48,40.0,0.103,90.69,-50.69,0.45,-4.43,3,0.59,-8.09,-8.92,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,9,위,-10.0,전체,23,-32.55,-1.42,39.13,0.34,74.62,-35.49,1.01,-2.98,14,2.25,-10.0,-10.0,3.12,0,1,6.17,예,2003-09-19,2025-09-19,제외
KODEX 200,9,위,-10.0,앞 절반,11,-13.84,-1.26,45.45,0.384,72.25,-26.8,1.3,-3.39,6,2.25,-10.0,-10.0,3.82,0,1,6.0,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,9,위,-10.0,뒤 절반,12,-18.7,-1.56,33.33,0.243,80.45,-47.12,0.65,-2.66,8,1.14,-8.09,-8.92,2.5,0,0,6.33,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,9,위,-10.0,최근 10년,10,-14.26,-1.43,40.0,0.23,81.28,-41.28,0.65,-2.81,6,1.14,-8.09,-8.92,2.73,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,9,위,-10.0,최근 5년,5,-12.38,-2.48,40.0,0.103,90.69,-50.69,0.45,-4.43,3,0.59,-8.09,-8.92,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,9,위,무손절,전체,23,-25.93,-1.13,39.13,0.404,71.21,-32.08,1.01,-2.5,14,2.25,-8.09,-10.15,2.55,0,0,6.35,예,2003-09-19,2025-09-19,제외
KODEX 200,9,위,무손절,앞 절반,11,-7.23,-0.66,45.45,0.569,63.73,-18.28,1.3,-2.29,6,2.25,-6.71,-10.15,2.64,0,0,6.36,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,9,위,무손절,뒤 절반,12,-18.7,-1.56,33.33,0.243,80.45,-47.12,0.65,-2.66,8,1.14,-8.09,-8.92,2.5,0,0,6.33,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,9,위,무손절,최근 10년,10,-14.26,-1.43,40.0,0.23,81.28,-41.28,0.65,-2.81,6,1.14,-8.09,-8.92,2.73,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,9,위,무손절,최근 5년,5,-12.38,-2.48,40.0,0.103,90.69,-50.69,0.45,-4.43,3,0.59,-8.09,-8.92,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,10,아래,-3.0,전체,24,7.88,0.33,50.0,1.307,43.34,6.66,2.79,-2.14,12,5.68,-3.0,-3.0,2.88,0,5,7.12,예,2002-10-18,2025-10-20,제외
KODEX 200,10,아래,-3.0,앞 절반,12,1.64,0.14,50.0,1.124,47.09,2.91,2.49,-2.22,6,4.75,-3.0,-3.0,2.84,0,3,6.92,예,2002-10-18,2013-10-18,판정 안 함
KODEX 200,10,아래,-3.0,뒤 절반,12,6.23,0.52,50.0,1.506,39.91,10.09,3.09,-2.05,6,5.68,-3.0,-3.0,3.04,0,2,7.33,예,2014-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-3.0,최근 10년,10,9.98,1.0,60.0,1.442,40.96,19.04,3.09,-2.15,4,5.68,-3.0,-3.0,3.1,0,2,7.1,예,2016-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-3.0,최근 5년,5,1.7,0.34,60.0,0.856,53.88,6.12,2.57,-3.0,2,4.01,-3.0,-3.0,3.18,0,2,6.4,아니오,2021-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-4.0,전체,24,7.21,0.3,54.17,1.074,48.22,5.95,2.62,-2.44,11,5.68,-4.57,-4.57,3.04,1,2,7.46,예,2002-10-18,2025-10-20,제외
KODEX 200,10,아래,-4.0,앞 절반,12,3.15,0.26,58.33,0.897,52.71,5.62,2.21,-2.46,5,4.75,-4.0,-4.0,2.91,0,2,7.33,예,2002-10-18,2013-10-18,판정 안 함
KODEX 200,10,아래,-4.0,뒤 절반,12,4.07,0.34,50.0,1.281,43.85,6.15,3.09,-2.42,6,5.68,-4.57,-4.57,3.3,1,0,7.58,예,2014-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-4.0,최근 10년,10,7.81,0.78,60.0,1.151,46.49,13.51,3.09,-2.69,4,5.68,-4.57,-4.57,3.44,1,0,7.4,예,2016-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-4.0,최근 5년,5,-0.46,-0.09,60.0,0.629,61.4,-1.4,2.57,-4.08,2,4.01,-4.57,-4.57,3.77,1,0,7.0,아니오,2021-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-5.0,전체,24,4.78,0.2,54.17,0.985,50.39,3.78,2.62,-2.66,11,5.68,-5.0,-5.0,3.2,0,3,7.46,예,2002-10-18,2025-10-20,제외
KODEX 200,10,아래,-5.0,앞 절반,12,1.15,0.1,58.33,0.772,56.45,1.88,2.21,-2.86,5,4.75,-5.0,-5.0,3.19,0,2,7.33,예,2002-10-18,2013-10-18,판정 안 함
KODEX 200,10,아래,-5.0,뒤 절반,12,3.64,0.3,50.0,1.244,44.57,5.43,3.09,-2.49,6,5.68,-5.0,-5.0,3.35,0,1,7.58,예,2014-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-5.0,최근 10년,10,7.38,0.74,60.0,1.107,47.46,12.54,3.09,-2.79,4,5.68,-5.0,-5.0,3.51,0,1,7.4,예,2016-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-5.0,최근 5년,5,-0.89,-0.18,60.0,0.597,62.6,-2.6,2.57,-4.3,2,4.01,-5.0,-5.0,3.9,0,1,7.0,아니오,2021-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-6.0,전체,24,2.49,0.1,54.17,0.913,52.27,1.9,2.62,-2.86,11,5.68,-6.0,-6.0,3.37,0,2,7.75,예,2002-10-18,2025-10-20,제외
KODEX 200,10,아래,-6.0,앞 절반,12,-0.15,-0.01,58.33,0.707,58.57,-0.24,2.21,-3.12,5,4.75,-6.0,-6.0,3.39,0,1,7.75,예,2002-10-18,2013-10-18,판정 안 함
KODEX 200,10,아래,-6.0,뒤 절반,12,2.64,0.22,50.0,1.166,46.17,3.83,3.09,-2.65,6,5.68,-6.0,-6.0,3.51,0,1,7.75,예,2014-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-6.0,최근 10년,10,6.38,0.64,60.0,1.016,49.6,10.4,3.09,-3.04,4,5.68,-6.0,-6.0,3.7,0,1,7.6,예,2016-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-6.0,최근 5년,5,-1.89,-0.38,60.0,0.535,65.14,-5.14,2.57,-4.8,2,4.01,-6.0,-6.0,4.22,0,1,7.4,아니오,2021-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-7.0,전체,24,-1.91,-0.08,54.17,0.801,55.52,-1.35,2.62,-3.26,11,5.68,-8.71,-8.71,3.76,2,0,7.83,예,2002-10-18,2025-10-20,제외
KODEX 200,10,아래,-7.0,앞 절반,12,-2.86,-0.24,58.33,0.603,62.39,-4.06,2.21,-3.66,5,4.75,-8.71,-8.71,3.88,1,0,7.83,예,2002-10-18,2013-10-18,판정 안 함
KODEX 200,10,아래,-7.0,뒤 절반,12,0.95,0.08,50.0,1.054,48.69,1.31,3.09,-2.94,6,5.68,-7.69,-7.69,3.8,1,0,7.83,예,2014-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-7.0,최근 10년,10,4.69,0.47,60.0,0.892,52.85,7.15,3.09,-3.47,4,5.68,-7.69,-7.69,4.06,1,0,7.7,예,2016-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-7.0,최근 5년,5,-3.58,-0.72,60.0,0.455,68.73,-8.73,2.57,-5.64,2,4.01,-7.69,-7.69,4.81,1,0,7.6,아니오,2021-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-8.0,전체,24,-2.22,-0.09,54.17,0.794,55.73,-1.56,2.62,-3.29,11,5.68,-8.71,-8.71,3.79,1,1,7.83,예,2002-10-18,2025-10-20,제외
KODEX 200,10,아래,-8.0,앞 절반,12,-2.86,-0.24,58.33,0.603,62.39,-4.06,2.21,-3.66,5,4.75,-8.71,-8.71,3.88,1,0,7.83,예,2002-10-18,2013-10-18,판정 안 함
KODEX 200,10,아래,-8.0,뒤 절반,12,0.64,0.05,50.0,1.036,49.13,0.87,3.09,-2.99,6,5.68,-8.0,-8.0,3.86,0,1,7.83,예,2014-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-8.0,최근 10년,10,4.38,0.44,60.0,0.873,53.4,6.6,3.09,-3.54,4,5.68,-8.0,-8.0,4.13,0,1,7.7,예,2016-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-8.0,최근 5년,5,-3.89,-0.78,60.0,0.443,69.31,-9.31,2.57,-5.8,2,4.01,-8.0,-8.0,4.92,0,1,7.6,아니오,2021-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-9.0,전체,24,-2.79,-0.12,54.17,0.782,56.12,-1.95,2.62,-3.34,11,5.68,-9.0,-9.0,3.84,0,1,7.88,예,2002-10-18,2025-10-20,제외
KODEX 200,10,아래,-9.0,앞 절반,12,-3.15,-0.26,58.33,0.593,62.76,-4.43,2.21,-3.72,5,4.75,-9.0,-9.0,3.93,0,1,7.83,예,2002-10-18,2013-10-18,판정 안 함
KODEX 200,10,아래,-9.0,뒤 절반,12,0.36,0.03,50.0,1.02,49.51,0.49,3.09,-3.03,6,5.68,-8.28,-8.69,3.91,0,0,7.92,예,2014-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-9.0,최근 10년,10,4.1,0.41,60.0,0.856,53.88,6.12,3.09,-3.61,4,5.68,-8.28,-8.69,4.19,0,0,7.8,예,2016-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-9.0,최근 5년,5,-4.17,-0.83,60.0,0.433,69.81,-9.81,2.57,-5.94,2,4.01,-8.28,-8.69,5.02,0,0,7.8,아니오,2021-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-10.0,전체,24,-0.36,-0.02,54.17,0.837,54.43,-0.26,2.62,-3.12,11,5.68,-8.28,-9.3,3.62,0,0,7.92,예,2002-10-18,2025-10-20,제외
KODEX 200,10,아래,-10.0,앞 절반,12,-0.72,-0.06,58.33,0.682,59.44,-1.11,2.21,-3.23,5,4.75,-6.57,-9.3,3.48,0,0,7.92,예,2002-10-18,2013-10-18,판정 안 함
KODEX 200,10,아래,-10.0,뒤 절반,12,0.36,0.03,50.0,1.02,49.51,0.49,3.09,-3.03,6,5.68,-8.28,-8.69,3.91,0,0,7.92,예,2014-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-10.0,최근 10년,10,4.1,0.41,60.0,0.856,53.88,6.12,3.09,-3.61,4,5.68,-8.28,-8.69,4.19,0,0,7.8,예,2016-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,-10.0,최근 5년,5,-4.17,-0.83,60.0,0.433,69.81,-9.81,2.57,-5.94,2,4.01,-8.28,-8.69,5.02,0,0,7.8,아니오,2021-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,무손절,전체,24,-0.36,-0.02,54.17,0.837,54.43,-0.26,2.62,-3.12,11,5.68,-8.28,-9.3,3.62,0,0,7.92,예,2002-10-18,2025-10-20,제외
KODEX 200,10,아래,무손절,앞 절반,12,-0.72,-0.06,58.33,0.682,59.44,-1.11,2.21,-3.23,5,4.75,-6.57,-9.3,3.48,0,0,7.92,예,2002-10-18,2013-10-18,판정 안 함
KODEX 200,10,아래,무손절,뒤 절반,12,0.36,0.03,50.0,1.02,49.51,0.49,3.09,-3.03,6,5.68,-8.28,-8.69,3.91,0,0,7.92,예,2014-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,무손절,최근 10년,10,4.1,0.41,60.0,0.856,53.88,6.12,3.09,-3.61,4,5.68,-8.28,-8.69,4.19,0,0,7.8,예,2016-10-20,2025-10-20,판정 안 함
KODEX 200,10,아래,무손절,최근 5년,5,-4.17,-0.83,60.0,0.433,69.81,-9.81,2.57,-5.94,2,4.01,-8.28,-8.69,5.02,0,0,7.8,아니오,2021-10-20,2025-10-20,판정 안 함
KODEX 200,10,위,-3.0,전체,24,-12.7,-0.53,33.33,1.343,42.69,-9.36,3.24,-2.41,16,8.28,-4.65,-4.65,3.27,2,8,6.17,예,2002-10-18,2025-10-20,제외
KODEX 200,10,위,-3.0,앞 절반,12,-15.76,-1.31,16.67,1.645,37.8,-21.13,3.86,-2.35,10,6.57,-3.36,-3.36,2.88,1,6,4.92,예,2002-10-18,2013-10-18,판정 안 함
KODEX 200,10,위,-3.0,뒤 절반,12,3.06,0.26,50.0,1.202,45.41,4.59,3.03,-2.52,6,8.28,-4.65,-4.65,3.56,1,2,7.42,예,2014-10-20,2025-10-20,판정 안 함
KODEX 200,10,위,-3.0,최근 10년,10,-0.68,-0.07,40.0,1.432,41.11,-1.11,3.61,-2.52,6,8.28,-4.65,-4.65,3.83,1,2,7.2,예,2016-10-20,2025-10-20,판정 안 함
KODEX 200,10,위,-3.0,최근 5년,5,5.18,1.04,40.0,2.66,27.32,12.68,5.94,-2.23,3,8.28,-3.0,-3.0,4.8,0,1,7.4,아니오,2021-10-20,2025-10-20,판정 안 함
KODEX 200,10,위,-4.0,전체,24,-13.05,-0.54,37.5,1.142,46.7,-9.2,3.15,-2.76,15,8.28,-4.65,-4.65,3.53,2,6,6.62,예,2002-10-18,2025-10-20,제외
KODEX 200,10,위,-4.0,앞 절반,12,-14.12,-1.18,25.0,1.257,44.31,-19.31,3.39,-2.7,9,6.57,-4.31,-4.31,3.33,1,4,5.67,예,2002-10-18,2013-10-18,판정 안 함
KODEX 200,10,위,-4.0,뒤 절반,12,1.06,0.09,50.0,1.062,48.5,1.5,3.03,-2.86,6,8.28,-4.65,-4.65,3.75,1,2,7.58,예,2014-10-20,2025-10-20,판정 안 함
KODEX 200,10,위,-4.0,최근 10년,10,-2.68,-0.27,40.0,1.265,44.14,-4.14,3.61,-2.86,6,8.28,-4.65,-4.65,4.02,1,2,7.4,예,2016-10-20,2025-10-20,판정 안 함
KODEX 200,10,위,-4.0,최근 5년,5,4.18,0.84,40.0,2.314,30.17,9.83,5.94,-2.57,3,8.28,-4.0,-4.0,5.02,0,1,7.8,아니오,2021-10-20,2025-10-20,판정 안 함
KODEX 200,10,위,-5.0,전체,24,-2.49,-0.1,45.83,1.102,47.58,-1.75,3.12,-2.84,13,8.28,-5.0,-5.0,3.73,0,4,7.12,예,2002-10-18,2025-10-20,제외
KODEX 200,10,위,-5.0,앞 절반,12,-2.81,-0.23,41.67,1.192,45.61,-3.94,3.23,-2.71,7,6.57,-5.0,-5.0,3.8,0,3,6.67,예,2002-10-18,2013-10-18,판정 안 함
KODEX 200,10,위,-5.0,뒤 절반,12,0.32,0.03,50.0,1.018,49.55,0.45,3.03,-2.98,6,8.28,-5.0,-5.0,3.83,0,1,7.58,예,2014-10-20,2025-10-20,판정 안 함
KODEX 200,10,위,-5.0,최근 10년,10,-3.42,-0.34,40.0,1.213,45.19,-5.19,3.61,-2.98,6,8.28,-5.0,-5.0,4.1,0,1,7.4,예,2016-10-20,2025-10-20,판정 안 함
KODEX 200,10,위,-5.0,최근 5년,5,4.17,0.83,40.0,2.312,30.19,9.81,5.94,-2.57,3,8.28,-4.01,-4.12,5.02,0,0,7.8,아니오,2021-10-20,2025-10-20,판정 안 함
KODEX 200,10,위,-6.0,전체,24,-5.19,-0.22,45.83,1.027,49.34,-3.51,3.12,-3.04,13,8.28,-6.0,-6.0,3.9,0,3,7.25,예,2002-10-18,2025-10-20,제외
KODEX 200,10,위,-6.0,앞 절반,12,-4.51,-0.38,41.67,1.094,47.75,-6.08,3.23,-2.95,7,6.57,-6.0,-6.0,4.01,0,2,6.83,예,2002-10-18,2013-10-18,판정 안 함
KODEX 200,10,위,-6.0,뒤 절반,12,-0.68,-0.06,50.0,0.964,50.91,-0.91,3.03,-3.15,6,8.28,-6.0,-6.0,3.96,0,1,7.67,예,2014-10-20,2025-10-20,판정 안 함
KODEX 200,10,위,-6.0,최근 10년,10,-4.42,-0.44,40.0,1.149,46.54,-6.54,3.61,-3.15,6,8.28,-6.0,-6.0,4.24,0,1,7.5,예,2016-10-20,2025-10-20,판정 안 함
KODEX 200,10,위,-6.0,최근 5년,5,4.17,0.83,40.0,2.312,30.19,9.81,5.94,-2.57,3,8.28,-4.01,-4.12,5.02,0,0,7.8,아니오,2021-10-20,2025-10-20,판정 안 함
KODEX 200,10,위,-7.0,전체,24,-3.21,-0.13,45.83,1.081,48.06,-2.23,3.12,-2.89,13,8.28,-7.0,-7.0,3.87,0,2,7.58,예,2002-10-18,2025-10-20,제외
KODEX 200,10,위,-7.0,앞 절반,12,-1.53,-0.13,41.67,1.279,43.88,-2.21,3.23,-2.53,7,6.57,-7.0,-7.0,3.81,0,1,7.33,예,2002-10-18,2013-10-18,판정 안 함
KODEX 200,10,위,-7.0,뒤 절반,12,-1.68,-0.14,50.0,0.916,52.2,-2.2,3.03,-3.31,6,8.28,-7.0,-7.0,4.1,0,1,7.83,예,2014-10-20,2025-10-20,판정 안 함
KODEX 200,10,위,-7.0,최근 10년,10,-5.42,-0.54,40.0,1.091,47.83,-7.83,3.61,-3.31,6,8.28,-7.0,-7.0,4.39,0,1,7.7,예,2016-10-20,2025-10-20,판정 안 함
KODEX 200,10,위,-7.0,최근 5년,5,4.17,0.83,40.0,2.312,30.19,9.81,5.94,-2.57,3,8.28,-4.01,-4.12,5.02,0,0,7.8,아니오,2021-10-20,2025-10-20,판정 안 함
